Chave do item;ID do item;Resumo;Situação;Componente(s);Componente(s);Componente(s);Campo personalizado (Valor Inicial);Campo personalizado (Meta para o Valor);Campo personalizado (Valor Atual);Campo personalizado (Objetivo);Campo personalizado (Resultado Chave);Campo personalizado (Ciclo da Iniciativa);Campo personalizado (Check In);Campo personalizado (Completude);Campo personalizado (Lista de céulas OKRs);Campo personalizado (Observação para PI Planning);Campo personalizado (Quando Será Medido?);Campo personalizado (Transbordo);Rótulos;Rótulos;Campo personalizado (% Avanço);Campo personalizado (Empresa BS);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link de item interno (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate);Link externo de item (Relate)
SGTIJIRA01-50668;629114;"OKR1.4 Contribuir para um atendimento de qualidade, maximizando resultados por meio de integrações com serviços inovadores e eficientes, proporcionando experiência de alto valor para o beneficiário, corretor e contratante.";Em Progresso;PI#7SI;PI#8SI;PI#9SI;13.0;13;0;"O1 Contribuir para um atendimento de qualidade, maximizando resultados por meio de integrações com serviços inovadores e eficientes, proporcionando experiência de alto valor para o beneficiário, corretor e contratante.";KR1.4 Aumentar em 10 pontos o NPS e/ou pesquisa de Contratantes até dez/25.;Ciclo 2025;2;;"SAU VSGA - Habilitador Serviços
SAU VSGA - Gestão ADM SISA";;Medição ao final do 4º trim;Não;VS_GA;;0.0;Saúde;SGTIJIRA01-50669;SGTIJIRA01-50670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50666;629112;OKR1.3.1.2 Garantir conformidade legal e evitar prejuízos financeiros e de imagem;FINALIZADO;PI#7SI;;;0.0;100;100;O1.3.1 Garantir conformidade legal e evitar prejuízos financeiros e de imagem;"KR 1.3.1.2 Entregar 100% das demandas referente ao MPV da RN 585, etapa manual até maio/2025";Ciclo 2025;5;;SAU VSGA - Gestão Impressos;;Medição ao final do 2º trim;Não;VS_GA;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50664;SSAUVSGA00-29896;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50665;629111;OKR1.3.1.1 Garantir conformidade legal e evitar prejuízos financeiros e de imagem;FINALIZADO;PI#7SI;PI#8SI;;0.0;100;100;O1.3.1 Garantir conformidade legal e evitar prejuízos financeiros e de imagem;KR1.3.1.1 Entregar 100% das demandas referente ao MVP3 RN 593/617 da ANS até maio/2025;Ciclo 2025;7;Atingiu a Meta;"SAU VSGA - Habilitador Serviços
SAU VSGA - Gestão ADM SISA
SAU VSGA - Gestão Impressos
";;Medição ao final do 2º trim;Sim;VS_GA;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50664;SSAUVSGA00-29926;SSAUVSGA00-29633;SSAUVSGA00-28211;SSAUVSGA00-29364;SSAUVSGA00-29269;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50664;629110;"OKR1.3 Contribuir para um atendimento de qualidade, maximizando resultados por meio de integrações com serviços inovadores e eficientes, proporcionando experiência de alto valor para o beneficiário, corretor e contratante.";Em Progresso;PI#7SI;PI#8SI;PI#9SI;0.0;100;0;"O1 Contribuir para um atendimento de qualidade, maximizando resultados por meio de integrações com serviços inovadores e eficientes, proporcionando experiência de alto valor para o beneficiário, corretor e contratante.";KR1.3 Garantir 100% de atendimento às demandas regulatórias com início da vigência até dez/25 ou vigentes não atendidas no prazo;Ciclo 2025;1;;"SAU VSGA - Gestão ADM SISA
SAU VSCM - RunBU Comercialização
SAU VSCM - Movimentação Expressa SPG
SAU VSGA - Conexão APIs
SAU VSGA - Habilitador Serviços
SAU VSGA - Gestão Impressos";;Medição ao final do 4º trim;Não;VS_GA;;0.0;Saúde;SGTIJIRA01-50665;SGTIJIRA01-50667;SGTIJIRA01-50666;SGTIJIRA01-58267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50663;629109;OKR1.2.1.2 Aprimorar a eficiência operacional através da otimização de processos e implementação de novas funcionalidades;FINALIZADO;PI#7SI;;;0.0;6;6;O1.2.1 Aprimorar a eficiência operacional através da otimização de processos e implementação de novas funcionalidades;KR 1.2.1.2 Implementar 6 demandas que visam manter a evolução sistêmica da organização e adaptação às demandas de mercado e regulatórias vigentes;Ciclo 2025;4;Atingiu a Meta;"SAU VSGA - Habilitador Serviços
SAU VSGA - Conexão APIs
SAU VSGA - Cobertura e Finanças
SAU VSGA - Gestão Impressos
SAU VSGA - Gestão ADM SESA
SAU VSGA - Gestão ADM SISA";;Medição ao final do 2º trim;Não;VS_GA;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SSAUVSGA00-29687;SSAUVSGA00-28685;SSAUVSGA00-26771;SSAUVSGA00-28747;SSAUVSGA00-29737;SSAUVSGA00-30092;SSAUVSGA00-28748;SSAUVSGA00-29407;SSAUVSGA00-30090;SGTIJIRA01-50661;SSAUVSGA00-18096;SSAUVSGA00-28066;SSAUVSGA00-30115;;;;;;;;;;;;;;
SGTIJIRA01-50662;629108;OKR1.2.1.1 Aprimorar a eficiência operacional através da otimização de processos e implementação de novas funcionalidades;FINALIZADO;PI#7SI;;;0.0;10;8;O1.2.1 Aprimorar a eficiência operacional através da otimização de processos e implementação de novas funcionalidades;KR 1.2.1.1 Implementar 10 demandas de melhorias operacionais que visam mitigar riscos e SLA operacional;Ciclo 2025;5;Atingiu Parcialmente a Meta;"SAU VSGA - Gestão ADM SESA
SAU VSGA - Cobertura e Finanças
SAU VSGA - Gestão Impressos
SAU VSGA - Habilitador Serviços";;Medição ao final do 2º trim;Não;VS_GA;;80.0;Saúde;;;;;;;;;;;;;;;;;;;;;SSAUVSGA00-27634;SSAUVSGA00-28327;SSAUVSGA00-28690;SGTIJIRA01-50661;SSAUVSGA00-29525;SSAUVSGA00-5691;SSAUVSGA00-28730;SSAUVSGA00-28682;SSAUVSGA00-28156;SSAUVSGA00-27712;SSAUVSGA00-28183;SSAUVSGA00-30126;;;;;;;;;;;;;;;
SGTIJIRA01-50661;629107;"OKR1.2 Contribuir para um atendimento de qualidade, maximizando resultados por meio de integrações com serviços inovadores e eficientes, proporcionando experiência de alto valor para o beneficiário, corretor e contratante.";Em Progresso;PI#7SI;PI#8SI;PI#9SI;83.0;95;100;"O1 Contribuir para um atendimento de qualidade, maximizando resultados por meio de integrações com serviços inovadores e eficientes, proporcionando experiência de alto valor para o beneficiário, corretor e contratante.";"KR1.2 Aumentar a avaliação do NPS Bradesco Saúde (interno), em 12 pontos, até dez/25";Ciclo 2025;2;;"SAU VSGA - Habilitador Serviços
SAU VSGA - Conexão APIs
SAU VSGA - Cobertura e Finanças
SAU VSGA - Gestão Impressos
SAU VSGA - Gestão ADM SESA
SAU VSGA - Gestão ADM SISA";;Medição ao final do 4º trim;Não;VS_GA;;100.0;Saúde;SGTIJIRA01-50662;SGTIJIRA01-50663;SGTIJIRA01-51470;SGTIJIRA01-51473;SGTIJIRA01-51475;SGTIJIRA01-51471;SGTIJIRA01-51472;SGTIJIRA01-51474;SGTIJIRA01-58263;SGTIJIRA01-58315;SGTIJIRA01-58264;SGTIJIRA01-58265;SGTIJIRA01-58316;SGTIJIRA01-58314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50660;629106;OKR1.1.1.1 Tornar a experiência dos corretores mais satisfatória tanto na gestão de processos quanto na jornada de ponta-à-ponta.;FINALIZADO;PI#7SI;;;0.0;5;3;O1.1.1 Tornar a experiência dos corretores mais satisfatória tanto na gestão de processos quanto na jornada de ponta-à-ponta.;KR 1.1.1.1 Implementar 5 novos serviços que permitam aos corretores centralizarem todos os serviços em um único canal de atendimento até maio/2025;Ciclo 2025;5;Atingiu Parcialmente a Meta;"SAU VSGA - Conexão APIs
SAU VSGA - Habilitador Serviços";;Medição ao final do 2º trim;Não;VS_GA;;60.0;Saúde;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50659;SSAUVSGA00-26779;SSAUVSGA00-30115;SSAUVSGA00-29824;SSAUVSGA00-27445;SSAUVSGA00-29720;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50659;629105;"OKR1.1 Contribuir para um atendimento de qualidade, maximizando resultados por meio de integrações com serviços inovadores e eficientes, proporcionando experiência de alto valor para o beneficiário, corretor e contratante.";Em Progresso;PI#7SI;PI#8SI;PI#9SI;0.0;0;0;"O1 Contribuir para um atendimento de qualidade, maximizando resultados por meio de integrações com serviços inovadores e eficientes, proporcionando experiência de alto valor para o beneficiário, corretor e contratante.";KR1.1 Aumentar em 1 zona os NPS de Corretores até dez/25;Ciclo 2025;2;;"SAU VSGA - Conexão APIs
SAU VSGA - Habilitador Serviços";;Medição ao final do 4º trim;Não;VS_GA;;0.0;Saúde;SGTIJIRA01-50660;SGTIJIRA01-51468;SGTIJIRA01-51467;SGTIJIRA01-51469;SGTIJIRA01-58312;SGTIJIRA01-58262;SGTIJIRA01-58313;SGTIJIRA01-58311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50657;628760;OKR1.4.1.1Elevar o tempo de resposta dos canais implementando as melhorias APDEX;FINALIZADO;PI#7SI;;;0.16;"0,5";"0,64";O1.4.1 Elevar o tempo de resposta dos canais implementando as melhorias APDEX;KR 1.4.1.1 Alcançar o mínimo de 0.50 no tempo de carregamento dos itens críticos do Portal do Contratante;Ciclo 2025;1;Atingiu a Meta;SAU PCBS – Negócios Saúde;;Medição ao final do 2º trim;Não;VS_CANAIS;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SSAUPCBS04-4586;SGTIJIRA01-50656;SSAUPCBS04-5445;SSAUPCBS04-5030;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50656;628759;"OKR1.4 Contribuir para manutenção da liderança da companhia no setor de assistência à saúde, promovendo iniciativas que elevem a satisfação dos clientes e parceiros de negócios, por meio da oferta de jornadas inovadoras.";Em Progresso;PI#7SI;PI#8SI;PI#9SI;0.0;100;0;"O1 Contribuir para manutenção da liderança da companhia no setor de assistência à saúde, promovendo iniciativas que elevem a satisfação dos clientes e parceiros de negócios, por meio da oferta de jornadas inovadoras, seguras, intuitivas e personalizadas.";KR1.4 Garantir a entrega todos os itens regulatórios e soluções sistêmicas priorizados até dez/25;Ciclo 2025;2;Não Atingiu a Meta;SAU PCBS – Negócios Saúde;;Medição ao final do 4º trim;Não;VS_CANAIS;;0.0;Saúde;SGTIJIRA01-50657;SGTIJIRA01-58257;;;;;;;;;;;;;;;;;;;SGTIJIRA01-51463;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50655;628758;OKR1.3.1.2 Disponibilizar novas funcionalidades nos Canais visando aumentar o engajamento de usuários e a centralidade do canal ;FINALIZADO;PI#7SI;PI#8SI;;0.0;1;1;O1.3.1 Disponibilizar novas funcionalidades nos Canais visando aumentar o engajamento de usuários e a centralidade do canal ;KR1.3.1.2 Disponibilizar 1 arquivos para Corretores e Contratantes nos Canais;Ciclo 2025;8;Atingiu a Meta;SAU PCBS – Negócios Saúde;;Medição ao final do 2º trim;Sim;VS_CANAIS;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50653;SSAUPCBS04-416;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50654;628757;OKR1.3.1.1 Disponibilizar novas funcionalidades nos Canais visando aumentar o engajamento de usuários e a centralidade do canal;FINALIZADO;PI#7SI;;;0.0;5;5;O1.3.1 Disponibilizar novas funcionalidades nos Canais visando aumentar o engajamento de usuários e a centralidade do canal ;KR 1.3.1.1 Entregar 5 novas funcionalidades para beneficiários;Ciclo 2025;5;Atingiu a Meta;SAU PCBS - APP Saúde;;Medição ao final do 2º trim;Não;VS_CANAIS;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50653;SSAUPCBS04-2238;SSAUPCBS04-4115;SSAUPCBS04-3110;SSAUPCBS04-555;SSAUPCBS04-551;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50653;628756;"OKR1.3 Contribuir para manutenção da liderança da companhia no setor de assistência à saúde, promovendo iniciativas que elevem a satisfação dos clientes e parceiros de negócios, por meio da oferta de jornadas inovadoras.";Cancelado;PI#7SI;PI#8SI;;0.0;20;0;"O1 Contribuir para manutenção da liderança da companhia no setor de assistência à saúde, promovendo iniciativas que elevem a satisfação dos clientes e parceiros de negócios, por meio da oferta de jornadas inovadoras, seguras, intuitivas e personalizadas.";KR1.3 Aumentar em 20% a quantidade de usuários ativos nos produtos digitais da cia.;Ciclo 2025;1;Não Atingiu a Meta;"SAU PCBS - APP Saúde
SAU PCBS – Negócios Saúde";"A OKR estratégica 1.3 foi cancelada, pois as iniciativas previstas não iriam aumentar a quantidade de usuarios ativos.";Medição ao final do 4º trim;Não;VS_CANAIS;;0.0;Saúde;SGTIJIRA01-50654;SGTIJIRA01-50655;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50652;628755;"OKR1.2.1.2 Promover a melhoria contínua dos canais para Beneficiários garantindo modernização, monitoramento e segurança";FINALIZADO;PI#7SI;PI#8SI;;0.0;6;5;"O1.2.1 Promover a melhoria contínua dos canais para Beneficiários garantindo modernização, monitoramento e segurança";KR1.2.1.2 Implementar 6 entregas técnicas;Ciclo 2025;6;Atingiu Parcialmente a Meta;"SAU PCBS - APP Saúde
SAU PCBS - Portal Beneficiário";;Medição ao final do 2º trim;Sim;VS_CANAIS;;83.0;Saúde;;;;;;;;;;;;;;;;;;;;;SSAUPCBS04-4640;SSAUPCBS04-5225;SSAUPCBS04-5226;SSAUPCBS04-2865;SGTIJIRA01-50650;SSAUPCBS04-4928;SSAUPCBS04-5421;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50651;628754;"OKR1.2.1.1 Promover a melhoria contínua dos canais para Beneficiários garantindo modernização, monitoramento e segurança";FINALIZADO;PI#7SI;;;0.0;10;9;"O1.2.1 Promover a melhoria contínua dos canais para Beneficiários garantindo modernização, monitoramento e segurança";KR 1.2.1.1 Finalizar as 10 melhorias identificadas nos canais para beneficiários;Ciclo 2025;5;Atingiu Parcialmente a Meta;"SAU PCBS – Negócios Saúde
SAU PCBS - Portal Beneficiário
SAU PCBS - APP Saúde";;Medição ao final do 2º trim;Não;VS_CANAIS;;90.0;Saúde;;;;;;;;;;;;;;;;;;;;;SSAUPCBS04-5409;SSAUPCBS04-4926;SSAUPCBS04-3669;SSAUPCBS04-3675;SSAUPCBS04-3769;SSAUPCBS04-5423;SGTIJIRA01-50650;SSAUPCBS04-4651;SSAUPCBS04-5199;SSAUPCBS04-5210;SSAUPCBS04-5403;;;;;;;;;;;;;;;;
SGTIJIRA01-50650;628753;"OKR1.2 Contribuir para manutenção da liderança da companhia no setor de assistência à saúde, promovendo iniciativas que elevem a satisfação dos clientes e parceiros de negócios, por meio da oferta de jornadas inovadoras.";Em Progresso;PI#7SI;PI#8SI;PI#9SI;0.0;100;0;"O1 Contribuir para manutenção da liderança da companhia no setor de assistência à saúde, promovendo iniciativas que elevem a satisfação dos clientes e parceiros de negócios, por meio da oferta de jornadas inovadoras, seguras, intuitivas e personalizadas.";KR1.2 Elevar a satisfação dos beneficiários para atingir a faixa de Promotores.;Ciclo 2025;2;Não Atingiu a Meta;"SAU PCBS – Negócios Saúde
SAU PCBS - Portal Beneficiário
SAU PCBS - APP Saúde";;Medição ao final do 4º trim;Não;VS_CANAIS;;0.0;Saúde;SGTIJIRA01-50652;SGTIJIRA01-50651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50649;628752;"OKR1.1.1.2 Promover a melhoria contínua dos Portais para Corretores e Contratantes garantindo modernização, monitoramento e segurança";FINALIZADO;PI#7SI;PI#8SI;;0.0;2;2;"O1.1.1 Promover a melhoria contínua dos Portais para Corretores e Contratantes garantindo modernização, monitoramento e segurança";KR1.1.1.2 Implementar 2 entregas técnicas;Ciclo 2025;7;Atingiu a Meta;SAU PCBS – Negócios Saúde;;Medição ao final do 2º trim;Sim;VS_CANAIS;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SSAUPCBS04-4444;SSAUPCBS04-4857;SGTIJIRA01-50647;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50648;628751;"OKR1.1.1.1 Promover a melhoria contínua dos Portais para Corretores e Contratantes garantindo modernização, monitoramento e segurança";FINALIZADO;PI#7SI;PI#8SI;;0.0;6;4;"O1.1.1 Promover a melhoria contínua dos Portais para Corretores e Contratantes garantindo modernização, monitoramento e segurança";KR1.1.1.1 Finalizar as 6 melhorias identificadas ;Ciclo 2025;6;Atingiu Parcialmente a Meta;SAU PCBS – Negócios Saúde;;Medição ao final do 2º trim;Sim;VS_CANAIS;;67.0;Saúde;;;;;;;;;;;;;;;;;;;;;SSAUPCBS04-5028;SSAUPCBS04-5444;SSAUPCBS04-4839;SSAUPCBS04-5446;SGTIJIRA01-50647;SSAUPCBS04-4812;SSAUPCBS04-5440;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50647;628750;"OKR1.1 Contribuir para manutenção da liderança da companhia no setor de assistência à saúde, promovendo iniciativas que elevem a satisfação dos clientes e parceiros de negócios, por meio da oferta de jornadas inovadoras.";Em Progresso;PI#7SI;PI#8SI;PI#9SI;0.0;100;0;"O1 Contribuir para manutenção da liderança da companhia no setor de assistência à saúde, promovendo iniciativas que elevem a satisfação dos clientes e parceiros de negócios, por meio da oferta de jornadas inovadoras, seguras, intuitivas e personalizadas.";"KR1.1 Aumentar em 1 zona os NPS dos corretores de rede e mercado até dez/25.
";Ciclo 2025;2;Não Atingiu a Meta;SAU PCBS – Negócios Saúde;;Medição ao final do 4º trim;Não;VS_CANAIS;;0.0;Saúde;SGTIJIRA01-50649;SGTIJIRA01-50648;SGTIJIRA01-58255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50636;628310;OKR1.2.1.3 Manutenção do ambiente on premise;FINALIZADO;PI#7SI;;;0.0;3;3;O1.2.1 Manutenção do ambiente on premise;KR 1.2.1.3 Implantar 3 visões dos dados do RAH no DW;Ciclo 2025;4;Atingiu a Meta;SAU Analytics Gestão Médica;;Medição ao final do 2º trim;Não;VS_ANALYTICS;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50611;SSAUVSAS00-1984;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50635;628309;OKR1.2.1.2 Manutenção do ambiente on premise;FINALIZADO;PI#7SI;;;0.0;1;1;O1.2.1 Manutenção do ambiente on premise;KR 1.2.1.2 Implantar 1 melhoria no DW (Dados mediservice);Ciclo 2025;5;Atingiu a Meta;SAU Analytics Referenciado;;Medição ao final do 2º trim;Não;VS_ANALYTICS;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SSAUVSAS00-3005;SGTIJIRA01-50611;SSAUVSAS00-3910;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50634;628308;OKR1.2.1.1 Manutenção do ambiente on premise;FINALIZADO;PI#7SI;;;0.0;2;2;O1.2.1 Manutenção do ambiente on premise;KR 1.2.1.1 Implantar dois dados oriundos de sistemas transacionais no DW (dados de reembolso e dados do Watson SCAM);Ciclo 2025;5;Atingiu a Meta;"SAU Analytics Apólice Reembolso
SAU Analytics Pagamentos";;Medição ao final do 2º trim;Não;VS_ANALYTICS;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SSAUVSAS00-3165;SSAUVSAS00-3072;SGTIJIRA01-50611;SSAUVSAS00-2641;SSAUVSAS00-3170;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50633;628307;OKR1.1.1.3 Prover estruturação em ambiente cloud;FINALIZADO;PI#7SI;;;0.0;10;10;O1.1.1 Prover estruturação em ambiente cloud;KR 1.1.1.3 Criar 10 tabelas satélites para a nota de cobrança;Ciclo 2025;5;Atingiu a Meta;SAU Analytics Ambiente Analítico;;Medição ao final do 2º trim;Não;VS_ANALYTICS;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SSAUVSAS00-3085;SSAUVSAS00-3207;SSAUVSAS00-3120;SGTIJIRA01-50610;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50632;628306;OKR1.1.1.2 Prover estruturação em ambiente cloud;FINALIZADO;PI#7SI;PI#8SI;;0.0;2;2;O1.1.1 Prover estruturação em ambiente cloud;KR1.1.1.2 Criar cadastro de apólice e segurado (2 tabelas);Ciclo 2025;9;Atingiu a Meta;SAU Analytics Operações;Desenvolvimento finalizado. Aguardando subida para produção;Medição ao final do 3º trim;Não;VS_ANALYTICS;;100.0;Saúde;SSAUVSAS00-3119;SSAUVSAS00-7198;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50610;SSAUVSAS00-1970;SSAUVSAS00-1973;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50631;628305;OKR1.1.1.1 Prover estruturação em ambiente cloud;FINALIZADO;PI#7SI;PI#8SI;;0.0;15;15;O1.1.1 Prover estruturação em ambiente cloud;KR1.1.1.1 Criar visão de prêmio apólice no ambiente estruturante (15 tabelas);Ciclo 2025;8;Atingiu a Meta;SAU Analytics Apólice Reembolso;Desenvolvimento finalizado. Aguardando subida para produção;Medição ao final do 2º trim;Sim;VS_ANALYTICS;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SSAUVSAS00-3095;SSAUVSAS00-3094;SSAUVSAS00-3070;SSAUVSAS00-3159;SGTIJIRA01-50610;SSAUVSAS00-3092;SSAUVSAS00-3221;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50630;627924;"OKR1.5.1.1 Desenvolver estrutura que torne a gestão de Reembolso mais flexível, pró-ativa e inovadora";FINALIZADO;PI#7SI;;;4.0;1;1 ;"O1.5.1 Desenvolver estrutura que torne a gestão de Reembolso mais flexível, pró-ativa e inovadora";"KR 1.5.1.1 Reduzir de 04 para 01 única ferramenta de notificações oficiais dentre os utilizados pela operação, centralizando todos os comunicados sistêmicos e gerenciais um único sistema na aplicação.";Ciclo 2025;5;Atingiu a Meta;SAU Segurança e Fraude;;Medição ao final do 2º trim;Não;VS_REEMBOLSO;;100.0;Saúde;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50604;SSAUSCAM06-9276;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50628;627922;"OKR1.4.1.3 Otimizar a segurança no processo de reembolso para minimizar as tentativas de uso indevido, abusivo e/ou fraudulento dos serviços.";Cancelado;PI#7SI;;;0.0;15;0;"O1.4.1 Otimizar a segurança no processo de reembolso para minimizar as tentativas de uso indevido, abusivo e/ou fraudulento dos serviços.";KR 1.4.1.3 Identificar ao menos 15% de notas fiscais apresentadas no reembolso como “enriquecimento indevido” .;Ciclo 2025;5;;SAU Segurança e Fraude;"KR Cancelado, pois o épico será desenvolvido por uma equipe externa (fora da VS).";Medição ao final do 2º trim;Não;VS_REEMBOLSO;;0.0;Saúde;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50603;SSAUSCAM06-10003;;;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50626;627920;"OKR1.4.1.2 Otimizar a segurança no processo de reembolso para minimizar as tentativas de uso indevido, abusivo e/ou fraudulento dos serviços.";Cancelado;PI#7SI;PI#8SI;;0.0;2;0;"O1.4.1 Otimizar a segurança no processo de reembolso para minimizar as tentativas de uso indevido, abusivo e/ou fraudulento dos serviços.";KR1.4.1.2 Implementar 02 críticas automáticas de utilização indevida do reembolso a partir da extrapolação dos limites de volumes e valores.;Ciclo 2025;8;;SAU Segurança e Fraude;Experiencia Validada. Desenvolvimento a ser realizado na PI#8.;Medição ao final do 2º trim;Sim;VS_REEMBOLSO;;0.0;Saúde;;;;;;;;;;;;;;;;;;;;;SSAUSCAM06-9975;SGTIJIRA01-50603;SSAUSCAM06-9278;SSAUSCAM06-11175;;;;;;;;;;;;;;;;;;;;;;;
SGTIJIRA01-50625;627919;"OKR1.4.1.1 Otimizar a segurança no processo de reembolso para minimizar as tentativas de uso indevido, abusivo e/ou fraudulento dos serviços.";Cancelado;PI#7SI;PI#8SI;;0.0;10;0;"O1.4.1 Otimizar a segurança no processo de reembolso para minimizar as tentativas de uso indevido, abusivo e/ou fraudulento dos serviços.";KR1.4.1.1 Parametrizar 10 novas despesas para controle de contagem de utilização histórica de reembolso.;Ciclo 2025;8;;SAU Segurança e Fraude;Experiencia Validada. Desenvolvimento a ser realizado na PI#8.;Medição ao final do 2º trim;Sim;VS_REEMBOLSO;;0.0;Saúde;;;;;;;;;;;;;;;;;;;;;SGTIJIRA01-50603;SSAUSCAM06-9975;SSAUSCAM06-9277;;;;;;;;;;;;;;;;;;;;;;;;
